document,sentiment
"The director , with his fake backdrops and stately pacing , never settles on a consistent tone .",neg
"Victor Rosa is Leguizamo 's best movie work so far , a subtle and richly internalized performance .",pos
The somber pacing and lack of dramatic fireworks make Green Dragon seem more like medicine than entertainment .,neg
The solid filmmaking and convincing characters makes this a high water mark for this genre .,pos
"The action scenes have all the suspense of a 20-car pileup , while the plot holes are big enough for a train car to drive through -- if Kaos had n't blown them all up .",neg
"A naturally funny film , Home Movie makes you crave Chris Smith 's next movie .",pos
"The overall result is an intelligent , realistic portrayal of testing boundaries .",pos
What might have been acceptable on the printed page of Iles ' book does not translate well to the screen .,neg
Not even Felinni would know what to make of this Italian freakshow .,neg
Brian Tufano 's handsome widescreen photography and Paul Grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special .,pos
"Poor editing , bad bluescreen , and ultra-cheesy dialogue highlight the radical action .",neg
There 's not a comedic moment in this romantic comedy .,neg
One ca n't shake the feeling that Crossroads is nothing more than an hour-and-a-half-long commercial for Britney 's latest album .,neg
A fascinating case study of flower-power liberation -- and the price that was paid for it .,pos
"While Tattoo borrows heavily from both Seven and The Silence of the Lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .",pos
"If anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans .",pos
A zinger-filled crowd-pleaser that open-minded Elvis fans -LRB- but by no means all -RRB- will have fun with .,pos
"While general audiences might not come away with a greater knowledge of the facts of Cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds .",pos
"Bluer than the Atlantic and more biologically detailed than an autopsy , the movie ... is , also , frequently hilarious .",pos
Just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing .,pos
"MacDowell ... gives give a solid , anguished performance that eclipses nearly everything else she 's ever done .",pos
"The movie 's ultimate point -- that everyone should be themselves -- is trite , but the screenwriter and director Michel Gondry restate it to the point of ridiculousness .",neg
-LRB- Leigh -RRB- has a true talent for drawing wrenching performances from his actors -LRB- improvised over many months -RRB- and for conveying the way tiny acts of kindness make ordinary life survivable .,pos
The worst film of the year .,neg
The story ultimately takes hold and grips hard .,pos
"She 's as rude and profane as ever , always hilarious and , most of the time , absolutely right in her stinging social observations .",pos
The Ya-Ya 's have many secrets and one is - the books are better .,neg
"A burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at .",pos
There 's no energy .,neg
This is not one of the movies you 'd want to watch if you only had a week to live .,neg
Polanski has found the perfect material with which to address his own World War II experience in his signature style .,pos
"A much better documentary -- more revealing , more emotional and more surprising -- than its pedestrian English title would have you believe .",pos
"A dim-witted and lazy spin-off of the Animal Planet documentary series , Crocodile Hunter is entertainment opportunism at its most glaring .",neg
"Stands as one of the year 's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be .",pos
Degenerates into hogwash .,neg
It will guarantee to have you leaving the theater with a smile on your face .,pos
"Co-writer\/director Jonathan Parker 's attempts to fashion a Brazil-like , hyper-real satire fall dreadfully short .",neg
A mesmerizing cinematic poem from the first frame to the last .,pos
A terrible movie that some people will nevertheless find moving .,neg
"Over the years , Hollywood has crafted a solid formula for successful animated movies , and Ice Age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor .",pos
"This documentary is a dazzling , remarkably unpretentious reminder of what -LRB- Evans -RRB- had , lost , and got back .",pos
"Never having seen the first two films in the series , I ca n't compare Friday After Next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days .",neg
Stale and,neg
This is a movie you can trust .,pos
"Because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by Kieran Culkin .",pos
"For most movies , 84 minutes is short , but this one feels like a life sentence .",neg
This gorgeous epic is guaranteed to lift the spirits of the whole family .,pos
"It 's a rollicking adventure for you and all your mateys , regardless of their ages .",pos
"With each of her three protagonists , Miller eloquently captures the moment when a woman 's life , out of a deep-seated , emotional need , is about to turn onto a different path .",pos
"What 's so fun about this silly , outrageous , ingenious thriller is the director 's talent .",pos
"Would 've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement .",neg
An animation landmark as monumental as Disney 's 1937 breakthrough Snow White and the Seven Dwarfs .,pos
"Rich in shadowy metaphor and as sharp as a samurai sword , Jiang Wen 's Devils on the Doorstep is a wartime farce in the alternately comic and gut-wrenching style of Joseph Heller or Kurt Vonnegut .",pos
"Once Ice-T sticks his mug in the window of the couple 's BMW and begins haranguing the wife in bad stage dialogue , all credibility flies out the window .",neg
It is not the first time that director Sara Sugarman stoops to having characters drop their pants for laughs and not the last time she fails to provoke them .,neg
"Funny , somber , absurd , and , finally , achingly sad , Bartleby is a fine , understated piece of filmmaking .",pos
